Булочка Малышка 50 г,4.99
Онигири Лосось,69.99
Онигири Сурими,59.99
Онигири Ветчина с сыром,59.99
Онигири Курица Спайси,59.99
Соус Терияки,363.33
Напиток Морс облепиховый 1л,149.90
Свекла шинкованная,779.70
Морковь шинкованная,283.33
Куриное филе с ананасом и сыром,759
Баклажаны пикантные,2307
Папоротник с мясом,1797
Напиток Морс брусничный 1л,161.98
Солянка (капуста с мясом),1767
Салат Прибой,439
Набор для окрошки с колбасой,1679.70
Буженина горячего копчения ФК,989.90
Колбаски мясные копченые ФК,699.90
Салат из моркови с грибами ФК,659
Кабачки по-венски,769
Оладьи из печени,659
Стейк из свинины по-кавказски п/ф ФК,499.90
Стейк из свинины в Нежном маринаде п/ф ФК,499.90
Картофель фри,689.90
Стейк из свинины в майонезном маринаде п/ф ФК,569.70
Колбаски для жарки из свинины Украинские п/ф ФК,569.90
Мясо свинины в Нежном маринаде п/ф ФК,459.90
Бедро куриное в маринаде п/ф ФК,379.90
Мясо свинины в Мексиканском маринаде п/ф ФК,459.90
Салат из фунчозы с овощами,359.90
Суп-пюре сырный 250г,110
Суп-пюре грибной 250г,88
Бургер Джуниор с говяжьей котлетой 220г,165
Хлеб ржано-пшеничный Тостовый 300г,56.97
Хлеб пшеничный Тостовый 300г,47.97
Фарш из говядины 2 сорт охлажденный п/ф,749.90
Стейк из лосося для гриля п/ф,639.90
Ландорики куриные,679.90
Шарлотка Яблочная 400г,489.90
Овощной набор для тушения 500г,149.50
Блинчики со сгущёнкой 200г,65
Салат Гнездо глухаря,789.90
Лепешка Узбекская с сыром 340г Тандыр,69
Печенье Ромашка,659.90
Плов с говядиной 300г,200
Печенье Американское с орехом,599.90
Печенье песочное с семенами подсолнечника,679.90
Картофель отварной с укропом,409.90
Хлеб мультизерновой Тостовый 300г,54.90
Наггетсы куриные 150г,150
Сырные палочки 120/30г,170
Луковые кольца фри 150г,150
Картофель фри соломка 130г,150
Картофель фри дольками 130г,177.27
Бургер Дядя Сэм 310/30/30г,347.57
Шеф Бургер 310/30/30г,250
Бургер Джуниор с куриной котлетой 250г,152.18
Бургер Чикен Фри 310/30/30г,280.30
Печенье Американское с шоколадом,599.90
Печенье Творожное,789.90
Лепешка Узбекская 330г Тандыр,49
Лепешка Грузинская 400г Тандыр,66
Мини багет Французский 150г,23.90
Сосиска в тесте 90г,49.99
Говядина на кости охл.,529.90
Говядина мякоть охл.,770
Фарш из свинины охл.,599
Фарш домашний п/ф,569.90
Десерт Дамские пальчики 200г,669.90
Рулет бисквитный Брусничный,529.90
Салат Искушение,739.90
Омлет,369.90
Котлета куриная на пару,679.90
Голубцы домашние п/ф,499
Тефтели мясные с рисом п/ф,625
Котлета домашняя п/ф,625
Фарш из говядины высший сорт охл. п/ф,789
Котлета куриная п/ф,549
Фарш куриный п/ф,460
Сосиска к завтраку 155г,70
Печенье Дюшес,779.90
Блины дрожжевые на молоке,329.90
Салат из свеклы с майонезом,449.90
Печенье Брауни с брусникой,699.90
Салат Цезарь с креветкой с горчичной заправкой 180/50г,230
Сырники творожные,729.90
Блинчики с творогом,489.90
Салат Пекин 220/50г,139.90
Салат овощной Грузинский,449.90
Драники,499.90
Наггетсы куриные фри,699.90
Блинчики с мясом и рисом,509.90
Салат Здоровье,399.90
Хлеб белый (из муки высшего сорта) 500г,34.90
Салат Цезарь с курицей с горчичной заправкой 200/50г,210
Салат Винегрет,450
Салат Оливье,460
Свинина на кости охл.,299.90
Пампушка Украинская 200г,259.90
Печенье Ванильное,579.90
Чиабатта,219.60
Хлеб Вестфальский 300г,57.90
Хлеб белый (из муки высшего сорта) 300г,26.90
Чиабатта с чесноком,239.60
Хлеб с сыром 150г,34.90
Булочки сырные,799
Персик КНР,249.99
Нектарин розовый КНР,199.99
Ягода Клубника Импорт,1499.99
Помидор розовый фасованный Приморье,109.99
Ягода Крыжовник Россия,699.99
Нектарин КНР,149.99
Слива черная КНР,129.99
Салат Кейл 75г Белая Дача,189.99
Кукуруза вареная в початке 1шт,99.99
Маракуйя 200г Артфрут,269.99
Салат Мангольд 125г,259.99
Нектарин плоский КНР,199.99
Персик плоский КНР,199.99
Слива красная КНР,179.99
Помидор Черри Сладкая ягода 180г Рост,199.99
Киви 1шт Турция,14.99
Грибы Шампиньоны свежие Королевские 400г Россия,299.99
Груша сушеная Армения Rival 150г,299.99
Арахис жареный соленый СибБалт 200г,149.98
Абрикос сушеный Армения Rival 150г,249.99
Смесь из орехов бобов горошка Camel 130гр,259.98
Капуста шинкованная,85
Фундук жареный Самбери 130г,269.99
Фисташка очищенная несоленая Самбери 90г,329.99
Орех Пекан 100г Самбери,329.99
Миндаль жареный 130г Самбери,289.99
Грецкий орех очищенный 100г Самбери,249.99
Кешью жареный 130г Самбери,329.99
Чернослив без косточки Сабрина 300г,299.99
Миндаль жареный дробленый Дары природы 150г,349.99
Грецкий орех в скорлупе Дары природы 500г,449.99
Курага вяленая шоколадная Россия,639.99
Чернослив без косточки Чили,449.99
Салат Лолла Росса в горшочке КФХ Бутков,99.99
Финики королевские Delight Season 60г,99.99
Смесь фруктово-ореховая Светлая Delight Season 500г,539.99
Смесь фруктово-ореховая Сытая Delight Season 500г,679.99
Салат Фриллис АТБ 80г,99.99
Салат Листовой АТБ 80г,99.99
Морковь мини Россия 250г,169.99
Морковь мини Россия 450г,279.99
Ягода Брусника Хабаровский край 500г,299.99
Салат Белая Дача Руккола свежая 75г,199.99
Смесь Белая Дача салатная Руккола/Радиччо 75г,189.99
Смесь изюма Джамбо Семушка 150г,159.99
Помидор Боунтис Новый День,349.99
Редис длинный КНР,139.99
Семечки полосатые соленые Джинн 200г,189.99
Семечки полосатые Джинн 200г,179.99
Авокадо Гигант Израиль,1329.99
Чернослив без косточки Sun Emotions 150г,239.99
Миндаль жареный соленый в скорлупе Дары Природы 100г,199.99
Кумкват желтый Примфуд 200г,149.99
Чипсы банановые карамельные Бестфуд 200г,189.99
Манго сушеное VOI COFFEE 500г,649.99
Манго сушеное VOI COFFEE 250г,349.99
Миндаль в соленой карамели Бери орех 50г,184.99
Арахис в соленой карамели Бери орех 50г,129.99
Фундук в соленой карамели Бери орех 50г,204.99
Пекан в соленой карамели Бери орех 50г,139.99
Грибы Шампиньоны 500г Калужская область,349.99
Грибы Шампиньоны отборные 700г Калужская область,499.99
Смесь орехов и сухофруктов Дары природы 150г,229.99
Лук зелень пучок Хабаровск,49.99
Укроп зелень пучок Хабаровск,39.99
Картофель молодой Приморье,69.99
Персик в сахарном сиропе Примфуд 100г,109.99
Груша вяленая Примфуд 100г,99.99
Цукаты кокоса кубики Примфуд 100г,149.99
Цукаты помело Примфуд 100г,109.99
Цукаты папайи Примфуд 100г,89.99
Смесь сухофруктов для глинтвейна Фрукдоза 50г,299.99
Кабачок Приморье,59.99
Цукаты манго Примфуд 100г,129.99
Цукаты киви Примфуд 100г,109.99
Фундук жареный Примфуд 100г,169.99
Кешью жареный Примфуд 90г,169.99
Ореховый микс Примфуд 200г,219.99
