Онигири Лосось,69.99
Онигири Сурими,59.99
Онигири Ветчина с сыром,59.99
Онигири Курица Спайси,59.99
Соус Терияки,363.33
Свекла шинкованная,779.70
Морковь шинкованная,283.33
Куриное филе с ананасом и сыром,759
Баклажаны пикантные,2307
Папоротник с мясом,1797
Салат Прибой,439
Буженина горячего копчения ФК,989.90
Окорочка горячего копчения ФК,699.90
Колбаски мясные копченые ФК,699.90
Салат из моркови с грибами ФК,659
Кабачки по-венски,769
Оладьи из печени,659
Навага жареная,279.90
Стейк из свинины по-кавказски п/ф ФК,569.90
Стейк из свинины в Нежном маринаде п/ф ФК,539.90
Луковые кольца фри,689
Картофель фри,689.90
Колбаски для жарки из свинины Украинские п/ф ФК,569.90
Мясо свинины в Брусничном маринаде п/ф ФК,529.90
Мясо свинины в Нежном маринаде п/ф ФК,529.90
Бедро куриное в маринаде п/ф ФК,419.90
Салат из фунчозы с овощами,459
Суп-пюре сырный 250г,110
Суп-пюре грибной 250г,88
Бургер Джуниор с говяжьей котлетой 220г,150
Хлеб ржано-пшеничный Тостовый 300г,56.97
Хлеб пшеничный Тостовый 300г,47.97
Фарш из говядины 2 сорт охлажденный п/ф,749.90
Стейк из лосося для гриля п/ф,639.90
Шарлотка Яблочная 400г,489.90
Овощной набор для тушения 500г,149.50
Блинчики со сгущёнкой 200г,65
Салат Гнездо глухаря,789.90
Лепешка Узбекская с сыром 340г Тандыр,69
Печенье Ромашка,659.90
Плов с говядиной 300г,200
Печенье Американское с орехом,599.90
Печенье песочное с семенами подсолнечника,679.90
Картофель отварной с укропом,409.90
Хлеб мультизерновой Тостовый 300г,54.90
Наггетсы куриные 150г,150
Сырные палочки 120/30г,170
Луковые кольца фри 150г,150
Картофель фри соломка 130г,150
Картофель фри дольками 130г,177.27
Бургер Дядя Сэм 310/30/30г,347.57
Шеф Бургер 310/30/30г,250
Бургер Джуниор с куриной котлетой 250г,152.18
Бургер Чикен Фри 310/30/30г,280.30
