Хлеб Бородино с тмином 250 г,39.90
Капуста маринованная с морковью ФК,260
Филе куриное Гордон блю п/ф,439.90
Хлеб Купеческий с семенами подсолнечника 250 г,42.90
Рёбра свиные горячего копчения,489.90
Печенье мягкое Шоколадное с начинкой,59.99
Запеканка творожная классическая,609.90
Рулет из курицы с грибами п/ф,529.90
Холодец,429
Фарш Семейный,389.90
Кальмар очищенный,659
Камбала горячего копчения,379.90
Рёбра говяжьи охл.,529
Цезарь ролл 300 г.,169.90
Блинчики со сгущёнкой 200г,65
Говядина задний отруб на кости охл.,649.90
Печенье Ванильное,52.90
Печенье песочное с семенами подсолнечника,67.99
Фарш из свинины охл.,499.90
Салат Сырно-морковный,469.90
Луковые кольца фри,999
Куриный  рулетик с сыром,52.90
Печенье Дюшес,739
Печенье Американское с орехом,59.99
Печенье Творожное,759
Зразы из курицы с сыром п/ф,529
Картофель отварной с укропом,329
Наггетсы куриные фри,699.90
Котлета домашняя п/ф,599
Хлеб Вестфальский 300г,57.90
Хлеб белый (из муки высшего сорта) 300г,26.90
Драники,499.90
Тефтели мясные с рисом,559
Сосиска к завтраку 155г,70
Суп-пюре грибной 250г,88
Сэндвич на чиабатте с ветчиной и сыром,185
Суп Том Ям 400мл,350
Люля - Кебаб из свинины,459
Печенье Ромашка,59.90
Голубцы домашние п/ф,499
Картофель фри дольками 130г,150
Шарлотка Яблочная 400г,489.90
Лепешка Грузинская 400г Тандыр,66
Фарш куриный п/ф,419.90
Солянка (капуста с мясом),1767
Печенье Американское с шоколадом,54.90
Котлета куриная п/ф,439
Омлет,369.90
Салат из моркови с грибами ФК,659
Ландорики куриные,679.90
Фарш домашний п/ф,629
Пампушка Украинская 200г,259.90
Хлеб ржано-пшеничный Тостовый 300г,56.97
Плов с говядиной 300г,200
Картофель фри соломка 130г,150
Бургер Джуниор с куриной котлетой 250г,140
Салат из свеклы с майонезом,399
Мини багет Французский 150г,23.90
Луковые кольца фри 150г,160
Куриное филе с ананасом и сыром,759
Наггетсы куриные 150г,150
Десерт Дамские пальчики 200г,137.80
Хлеб белый (из муки высшего сорта) 500г,34.90
Котлета куриная на пару,679.90
Хлеб мультизерновой Тостовый 300г,54.90
Рулет бисквитный Брусничный,52.99
Салат Цезарь с креветкой с горчичной заправкой 180/50г,249
Ребра свиные,319.90
Бургер Джуниор с говяжьей котлетой 220г,160
Стейк из свинины в Нежном маринаде п/ф ФК,499.90
Окорок свиной,549.90
Булочки сырные,799
Говядина на кости охл.,579.90
Чиабатта,219.60
Шеф Бургер 310/30/30г,270
Баклажаны пикантные,1617
Говядина мякоть охл.,819.90
Бургер Чикен Фри 310/30/30г,250
Салат Нептун,989.89
Печенье песочное с драже,679
Хлеб пшеничный Тостовый 300г,47.97
Суп-пюре сырный 250г,110
Блинчики с мясом и рисом,509.90
Люля-кебаб из курицы,579.90
Свинина на кости охл.,279.90
Буженина горячего копчения ФК,749
Сырные палочки 120/30г,170
Фарш из говядины высший сорт охл. п/ф,799.90
Блинчики с творогом,489.90
Бургер Дядя Сэм 310/30/30г,310
Фарш из говядины 2 сорт охлажденный,749.90
Колбаски для жарки из свинины Украинские п/ф ФК,569.90
Лепешка Узбекская с сыром 340г Тандыр,69
Хлеб Пшеничный бездрожжевой зерновой 250 г,47
Мясо свинины в Мексиканском маринаде п/ф ФК,459.90
Салат Винегрет,449
Печенье Брауни с брусникой,72.90
Сырники творожные,729.90
Мясо свинины в Нежном маринаде п/ф ФК,479.90
Свекла шинкованная,779.70
Бедро куриное в маринаде п/ф ФК,299.90
Салат Мимоза,569.90
Салат из фунчозы с овощами,399
Салат Пекин 220/50г,139.90
Оладьи из печени,679
Салат Гнездо глухаря,799
Папоротник с мясом,1797
Онигири Лосось,69.99
Онигири Ветчина с сыром,59.99
Салат Прибой,439
Морковь шинкованная,213.34
Салат овощной Грузинский,399
Салат из кальмара с майонезом,1100
Хлеб Бородинский с подсолнечником и морковью 300г,49.90
Картофель фри,599
Салат Оливье,479
Салат Искушение,749
Онигири Курица Спайси,59.99
Сосиска в тесте 90г,49.99
Лепешка Узбекская 330г Тандыр,49
Кабачки по-венски,479
Онигири Сурими,59.99
Сельдь для салата слабосоленая в тузлуке 500г Восток Продукт,219.90
Солянка из морской капустой с кальмаром Гранд Марин 400г,124.98
Салат из морской капусты с луком Рыбный мир 300г,79.98
Форель филе-кусок слабосоленая Русское Море 200г,649.90
Салат из морской капусты с кальмаром и овощами Рыбный мир 300г,109.98
Мидии в рассоле Балтийский берег 180г,169.98
Салат Юбилейный Гранд Марин 500г,157.67
Салат По-восточному из кальмара 250г Рыбный день,329.98
Сельдь тихоокеанская слабосоленая в масле с укропом 200г Рыба Люкс,109.98
Нерка полупласт филе холодного копчения Рыбный мир,1799.90
Сельдь филе кусочки в горчичном соусе 220г Рыба Люкс,99.98
Паста из морепродуктов Балтийский Берег c чесноком 150г,139.98
Мидии в масле с вялеными томатами Меридиан 430г,447.98
Сельдь филе-кусочки в майонезе 220г Рыба Люкс,99.98
Сельдь филе кусочки в майонезно-горчичном соусе 220г Рыба Люкс,99.98
Сельдь филе кусочки в масле Укропная 220г Рыба Люкс,99.90
Солянка из морской капусты с кукумарией Гранд Марин 180г,117.69
Икра трески пробойная соленая Владрыбмарин 130г,149.98
Лещ тушка очищенная с икрой Дениз 150г,174.98
Сельдь тихоокеанская в маринаде по-Шведски Рыбная компания 220г,99.67
Сельдь филе в масле Чесночная Рыба Люкс 500г,189.99
Коктейль из морепродуктов По-Мароккански 200г Меридиан,269.98
Улитка в раковине в соусе пармезан Аквапродукт 150г,299.98
Сельдь филе-кусочки с ароматом горчицы в масле Рыбный мир 500г,229.99
